Pitch,Velocity,Position,Length
64,57,0.0,4043
76,60,0.0,4039
67,63,0.0,4023
71,78,0.0,4047
64,64,8.0,2523
76,74,8.0,2773
67,78,8.0,2646
71,81,8.0,2671
63,64,12.0,1073
75,74,12.0,1954
66,74,12.0,1057
69,84,12.0,1373
72,86,12.0,1929
59,54,14.0,1450
66,61,14.0,1389
63,61,14.0,1409
71,99,14.0,1418
