Pitch,Velocity,Position,Length
79,97,0.0,603
79,104,1.0,573
79,102,2.0,552
79,105,3.0,410
79,106,3.75,356
79,95,8.0,610
79,104,9.0,589
79,103,10.0,545
79,106,11.0,503
78,98,12.0,529
78,113,13.0,533
71,111,14.0,619
71,117,15.0,511
